Language,Class,Code Smell #,Category,Code Smell,Method,Type,Identifier
Python,Cashier,12,Change Preventers,Shotgun Surgery,"update_name, update_address, etc.",Multiple methods updating parts of customer info; changes require modifying all methods,"Python_Cashier_update_name, update_address, etc._Shotgun Surgery"
Python,Cashier,13,Bloaters,Large Class,,"Class handles orders, customer info, discounts, notifications, complaints, and internal delegation logic",Python_Cashier__Large Class
Java,Shop,1,Bloaters,Large Class,,"The `Shop` class handles multiple responsibilities (order handling, customer info, promotions, complaints).",Java_Shop__Large Class
Java,Shop,2,Bloaters,Primitive Obsession,updateContactInfo,Uses primitive types for customer info instead of encapsulating them in a dedicated class.,Java_Shop_updateContactInfo_Primitive Obsession
Java,Shop,3,Bloaters,Data Clumps,updateContactInfo,Groups related customer data fields that could be encapsulated in a `CustomerInfo` class.,Java_Shop_updateContactInfo_Data Clumps
Java,Shop,4,Dispensables,Dead Code,anotherUnusedMethod,The method is defined but never used.,Java_Shop_anotherUnusedMethod_Dead Code
Java,Shop,5,Object-Orientation Abusers,Switch Statements,handleComplaint,Uses a chain of `if-else` statements to handle complaints.,Java_Shop_handleComplaint_Switch Statements
Java,Shop,6,Object-Orientation Abusers,Temporary Field,constructor,"Fields like `firstName`, `email` are initialized as `null` and set later, risking inconsistent states.",Java_Shop_constructor_Temporary Field
Java,Shop,7,Object-Orientation Abusers,Speculative Generality,notifyForPromotion,"Placeholder method with minimal implementation, likely meant for future use.",Java_Shop_notifyForPromotion_Speculative Generality
Java,Shop,8,Object-Orientation Abusers,Speculative Generality,applyDiscount,"Placeholder method with minimal implementation, likely meant for future use.",Java_Shop_applyDiscount_Speculative Generality
Java,Shop,9,Change Preventers,Divergent Change,updateContactInfo,"Changing customer info requires modifying multiple methods (e.g., `updateName`, `updateAddress`).",Java_Shop_updateContactInfo_Divergent Change
Java,Shop,10,Dispensables,Data Class,,"The class primarily holds data (e.g., `firstName`, `email`) with trivial methods.",Java_Shop__Data Class
Java,Shop,11,Bloaters,Long Parameter List,updateContactInfo,"The method has 5 parameters, which could be refactored into a `CustomerInfo` object.",Java_Shop_updateContactInfo_Long Parameter List
Java,Shop,12,Dispensables,Dead Code,anotherUnusedMethod,The method is defined but its functionality is redundant or unused.,Java_Shop_anotherUnusedMethod_Dead Code
Java,Pizza,1,Bloaters,Large Class,,"The `Pizza` class handles pizza attributes, customer info, promotions, and complaints, violating SRP.",Java_Pizza__Large Class
Java,Pizza,2,Bloaters,Long Method,longMethod,The `longMethod` performs multiple unrelated tasks in a single method.,Java_Pizza_longMethod_Long Method
Java,Pizza,3,Bloaters,Primitive Obsession,updateCustomerInfo,Uses primitive types (String) for customer info instead of a dedicated `Customer` class.,Java_Pizza_updateCustomerInfo_Primitive Obsession
Java,Pizza,4,Bloaters,Data Clumps,updateCustomerInfo,Groups customer data fields that should be encapsulated in a `Customer` class.,Java_Pizza_updateCustomerInfo_Data Clumps
Java,Pizza,5,Bloaters,Long Parameter List,updateCustomerInfo,"The method has 5 parameters, which could be replaced with a `Customer` object.",Java_Pizza_updateCustomerInfo_Long Parameter List
Java,Pizza,6,Dispensables,Dead Code,anotherUnusedMethod,The method is defined but never used.,Java_Pizza_anotherUnusedMethod_Dead Code
Java,Pizza,7,Dispensables,Dead Code,yetAnotherUnusedMethod,The method is defined but never used.,Java_Pizza_yetAnotherUnusedMethod_Dead Code
Java,Pizza,8,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to `setTopping(""Cheese"")` with identical arguments.",Java_Pizza_duplicateMethod_Duplicate Code
Java,Pizza,9,Object-Orientation Abusers,Switch Statements,handleComplaint,Uses a chain of `if-else` statements to handle complaints.,Java_Pizza_handleComplaint_Switch Statements
Java,Pizza,10,Object-Orientation Abusers,Refused Bequest,refusedBequest,"Empty method in `Pizza`, indicating subclasses may refuse the inheritance.",Java_Pizza_refusedBequest_Refused Bequest
Java,Pizza,11,Object-Orientation Abusers,Speculative Generality,notifyForPromotion,"Placeholder method with minimal implementation, likely meant for future use.",Java_Pizza_notifyForPromotion_Speculative Generality
Java,Pizza,12,Object-Orientation Abusers,Speculative Generality,applyDiscount,"Placeholder method with minimal implementation, likely meant for future use.",Java_Pizza_applyDiscount_Speculative Generality
Java,Pizza,13,Couplers,Middle Man,middlemanMethod,Delegates through `middleMethod` to `realMethod` without adding value.,Java_Pizza_middlemanMethod_Middle Man
Java,Pizza,14,Couplers,Message Chains,chainOfMethods,"Calls `updateCustomerAddress`, creating unnecessary dependencies.",Java_Pizza_chainOfMethods_Message Chains
Java,Pizza,15,Couplers,Inappropriate Intimacy,accessInternalDetails,"Directly exposes internal fields (`size`, `doughType`, `topping`).",Java_Pizza_accessInternalDetails_Inappropriate Intimacy
Java,Pizza,16,Change Preventers,Divergent Change,updateCustomerInfo,"Changing customer info requires modifying multiple methods (e.g., `updateCustomerName`, `updateCustomerAddress`).",Java_Pizza_updateCustomerInfo_Divergent Change
Java,CheesePizza,17,Object-Orientation Abusers,Refused Bequest,handleComplaint,"Overrides `handleComplaint` but does not use all inherited methods, indicating refusal of inheritance.",Java_CheesePizza_handleComplaint_Refused Bequest
Java,Drink,1,Bloaters,Data Clumps,updateCustomerInfo,"Related fields (customerFirstName, customerLastName, etc.) could be encapsulated into a Customer class",Java_Drink_updateCustomerInfo_Data Clumps
Java,Drink,2,Bloaters,Long Method,longMethod,"Method handles multiple tasks (order creation, customer info updates, notifications, etc.) in one place",Java_Drink_longMethod_Long Method
Java,Drink,3,Bloaters,Long Parameter List,updateCustomerInfo,"Method has excessive parameters (firstName, lastName, address, phoneNumber, email)",Java_Drink_updateCustomerInfo_Long Parameter List
Java,Drink,4,Object-Orientation Abusers,Switch Statements,handleComplaint,"Repeated if-else chain for complaints, leading to similar actions",Java_Drink_handleComplaint_Switch Statements
Java,Drink,5,Dispensables,Dead Code,anotherUnusedMethod,Unused method with no functionality,Java_Drink_anotherUnusedMethod_Dead Code
Java,Drink,6,Dispensables,Dead Code,yetAnotherUnusedMethod,Unused method with no functionality,Java_Drink_yetAnotherUnusedMethod_Dead Code
Java,Drink,7,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to createOrder(""Cola"")",Java_Drink_duplicateMethod_Duplicate Code
Java,Drink,8,Couplers,Middle Man,middlemanMethod,"Method only delegates to middleMethod, which further delegates to realMethod",Java_Drink_middlemanMethod_Middle Man
Java,Drink,9,Couplers,Message Chains,chainOfMethods,"Method initiates a chain of calls (this.updateCustomerAddress(""456 Avenue""))",Java_Drink_chainOfMethods_Message Chains
Java,Drink,10,Change Preventers,Shotgun Surgery,"updateCustomerName, updateCustomerAddress, etc.",Multiple methods updating parts of customer info; changes require modifying all methods,"Java_Drink_updateCustomerName, updateCustomerAddress, etc._Shotgun Surgery"
Java,Drink,11,Bloaters,Large Class,,"Class handles drink orders, customer info, notifications, complaints, and internal delegation logic",Java_Drink__Large Class
Java,Drink,12,Object-Orientation Abusers,Refused Bequest,refusedBequest,Empty method inherited but not used,Java_Drink_refusedBequest_Refused Bequest
Java,Drink,13,Dispensables,Lazy Class,,Class has minimal functionality and could be merged into a broader order management class,Java_Drink__Lazy Class
Java,Drink,14,Object-Orientation Abusers,Speculative Generality,"notifyForPromotion, etc.","Unnecessary methods (promotions, discounts) unrelated to core drink functionality","Java_Drink_notifyForPromotion, etc._Speculative Generality"
Java,Customer,1,Bloaters,Data Clumps,updateContactInfo,"Related fields (firstName, lastName, address, etc.) could be encapsulated into a CustomerInfo class",Java_Customer_updateContactInfo_Data Clumps
Java,Customer,2,Bloaters,Long Method,longComplaintMethod,"Method handles multiple complaints and actions in one place, making it overly complex",Java_Customer_longComplaintMethod_Long Method
Java,Customer,3,Bloaters,Long Parameter List,updateContactInfo,"Method has excessive parameters (firstName, lastName, address, phoneNumber, email)",Java_Customer_updateContactInfo_Long Parameter List
Java,Customer,4,Object-Orientation Abusers,Switch Statements,handleComplaint,"Repeated if-else chain for complaints, all leading to similar actions",Java_Customer_handleComplaint_Switch Statements
Java,Customer,5,Object-Orientation Abusers,Temporary Field,,Fields like tempDiscountCode and tempOrderNote are only used under specific conditions,Java_Customer__Temporary Field
Java,Customer,6,Dispensables,Dead Code,anotherUnusedMethod,Unused method with no functionality,Java_Customer_anotherUnusedMethod_Dead Code
Java,Customer,7,Dispensables,Duplicate Code,duplicateComplaint,"Repeated calls to complain(""Pizza is cold"") and complain(""Pizza is late"")",Java_Customer_duplicateComplaint_Duplicate Code
Java,Customer,8,Couplers,Middle Man,middlemanMethod,"Method only delegates to middleMethod, which further delegates to realMethod",Java_Customer_middlemanMethod_Middle Man
Java,Customer,9,Couplers,Feature Envy,accessInternalDetails,Directly accesses internal details of PizzaShop (pizzaShop.getCashier().getChef().isBusy()),Java_Customer_accessInternalDetails_Feature Envy
Java,Customer,10,Change Preventers,Shotgun Surgery,"updateName, updateAddress, etc.",Multiple methods updating parts of customer info; changes require modifying all methods,"Java_Customer_updateName, updateAddress, etc._Shotgun Surgery"
Java,Customer,11,Bloaters,Large Class,,"Class handles customer info, complaints, notifications, and internal delegation logic",Java_Customer__Large Class
Java,Customer,12,Object-Orientation Abusers,Speculative Generality,orderWithUnnecessaryDetails,Overly detailed method for placing orders; could be simplified or delegated to a factory,Java_Customer_orderWithUnnecessaryDetails_Speculative Generality
Java,Customer,13,Dispensables,Duplicate Code,handleComplaint,Repeated System.out.println statements for handling complaints,Java_Customer_handleComplaint_Duplicate Code
Java,Customer,14,Couplers,Message Chains,chainOfMethods,Method initiates a chain of calls (pizzaShop.getCashier().getChef().cleanKitchen()),Java_Customer_chainOfMethods_Message Chains
Java,Customer,15,Dispensables,Dead Code,refusedBequest,Empty method inherited but not used,Java_Customer_refusedBequest_Dead Code
Java,Chef,1,Bloaters,Data Clumps,updateContactInfo,"Related fields (firstName, lastName, address, etc.) could be encapsulated into a Customer/Employee class",Java_Chef_updateContactInfo_Data Clumps
Java,Chef,2,Bloaters,Long Method,longMethod,"Method handles baking, notifications, complaints, and internal delegation in one place",Java_Chef_longMethod_Long Method
Java,Chef,3,Bloaters,Long Parameter List,updateContactInfo,"Method has 5 parameters (firstName, lastName, address, phoneNumber, email)",Java_Chef_updateContactInfo_Long Parameter List
Java,Chef,4,Object-Orientation Abusers,Switch Statements,handleComplaint,"Repeated if-else chain for complaints, despite similar actions",Java_Chef_handleComplaint_Switch Statements
Java,Chef,5,Dispensables,Dead Code,anotherUnusedMethod,Unused method with no functionality,Java_Chef_anotherUnusedMethod_Dead Code
Java,Chef,6,Dispensables,Dead Code,yetAnotherUnusedMethod,Unused method with no functionality,Java_Chef_yetAnotherUnusedMethod_Dead Code
Java,Chef,7,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to bakePizza(""Cheese"")",Java_Chef_duplicateMethod_Duplicate Code
Java,Chef,8,Couplers,Middle Man,middlemanMethod,"Method only delegates to middleMethod, which delegates to realMethod",Java_Chef_middlemanMethod_Middle Man
Java,Chef,9,Couplers,Feature Envy,accessInternalDetails,Directly accesses pizza.getTopping() instead of encapsulating behavior,Java_Chef_accessInternalDetails_Feature Envy
Java,Chef,10,Change Preventers,Shotgun Surgery,"updateName, updateAddress, etc.",Multiple methods updating parts of customer info; changes require modifying all methods,"Java_Chef_updateName, updateAddress, etc._Shotgun Surgery"
Java,Chef,11,Bloaters,Large Class,,"Class handles pizza baking, customer info, promotions, discounts, complaints, and delegation logic",Java_Chef__Large Class
Java,Chef,12,Object-Orientation Abusers,Speculative Generality,notifyForPromotion,"Methods unrelated to core Chef responsibilities (e.g., promotions, discounts)",Java_Chef_notifyForPromotion_Speculative Generality
Java,Chef,13,Object-Orientation Abusers,Refused Bequest,refusedBequest,Empty method inherited but not used,Java_Chef_refusedBequest_Refused Bequest
Java,Chef,14,Couplers,Message Chains,chainOfMethods,Initiates a chain of calls (this.cleanKitchen()),Java_Chef_chainOfMethods_Message Chains
Java,Cashier,1,Bloaters,Data Clumps,updateContactInfo,"Related fields (firstName, lastName, address, etc.) could be encapsulated into a Customer class",Java_Cashier_updateContactInfo_Data Clumps
Java,Cashier,2,Bloaters,Long Method,longMethod,"Method handles multiple tasks (taking orders, hurrying chef, calming customer, etc.) in one place",Java_Cashier_longMethod_Long Method
Java,Cashier,3,Object-Orientation Abusers,Switch Statements,handleComplaint,"Repeated if-else chain for complaints, all leading to the same action",Java_Cashier_handleComplaint_Switch Statements
Java,Cashier,4,Dispensables,Dead Code,anotherUnusedMethod,Unused method with no functionality,Java_Cashier_anotherUnusedMethod_Dead Code
Java,Cashier,5,Dispensables,Duplicate Code,duplicateMethod,"Repeated calls to takeOrder(""Cheese"")",Java_Cashier_duplicateMethod_Duplicate Code
Java,Cashier,6,Couplers,Middle Man,middlemanMethod,"Method only delegates to middleMethod, which further delegates to realMethod",Java_Cashier_middlemanMethod_Middle Man
Java,Cashier,7,Couplers,Feature Envy,accessInternalDetails,Directly accesses internal chef.isBusy() instead of encapsulating behavior,Java_Cashier_accessInternalDetails_Feature Envy
Java,Cashier,8,Change Preventers,Shotgun Surgery,"updateName, updateAddress, etc.",Multiple methods updating parts of customer info; changes require modifying all methods,"Java_Cashier_updateName, updateAddress, etc._Shotgun Surgery"
Java,Cashier,9,Bloaters,Large Class,,"Class handles orders, customer info, discounts, notifications, complaints, and internal delegation logic",Java_Cashier__Large Class
Java,Cashier,10,Object-Orientation Abusers,Speculative Generality,notifyForPromotion,"Methods unrelated to core Cashier responsibilities (e.g., promotions, discounts)",Java_Cashier_notifyForPromotion_Speculative Generality
Java,Cashier,11,Object-Orientation Abusers,Refused Bequest,refusedBequest,Empty method inherited but not used,Java_Cashier_refusedBequest_Refused Bequest
Java,Cashier,12,Couplers,Message Chains,chainOfMethods,Initiates a chain of calls (this.chef.cleanKitchen()),Java_Cashier_chainOfMethods_Message Chains
JavaScript,Shop,1,Bloaters,Data Clumps,updateContactInfo,"Related fields (firstName, lastName, address, etc.) could be encapsulated into a Customer class",JavaScript_Shop_updateContactInfo_Data Clumps
JavaScript,Shop,2,Bloaters,Long Method,longMethod,"Method handles multiple tasks (updating contact info, notifications, complaints, etc.) in one place",JavaScript_Shop_longMethod_Long Method
